"SUBCOMPONENTID","COMPONENTID"
"SCP13273","CP24"
"SCP13274","CP8497"
"SCP13274","CP3292"
"SCP13274","CP3658"
"SCP13276","CP6306"
"SCP13276","CP6121"
"SCP13276","CP3473"
"SCP13279","CP49"
"SCP13280","CP22"
"SCP13281","CP8656"
"SCP13281","CP459"
"SCP13281","CP4357"
"SCP13288","CP9353"
"SCP13288","CP5528"
"SCP13288","CP6490"
"SCP13289","CP10"
"SCP13291","CP9684"
"SCP13291","CP2418"
"SCP13291","CP9483"
"SCP13301","CP3288"
"SCP13301","CP2915"
"SCP13301","CP2486"
"SCP13302","CP51"
"SCP13303","CP13"
"SCP13307","CP5"
"SCP13310","CP6325"
"SCP13310","CP1617"
"SCP13310","CP5062"
"SCP13311","CP51"
"SCP13313","CP2954"
"SCP13313","CP9105"
"SCP13313","CP6774"
"SCP13315","CP38"
"SCP13316","CP18"
"SCP13318","CP19"
"SCP13319","CP3510"
"SCP13319","CP1676"
"SCP13319","CP9194"
"SCP13321","CP5870"
"SCP13321","CP7137"
"SCP13321","CP9210"
"SCP13324","CP63"
"SCP13325","CP268"
"SCP13325","CP8222"
"SCP13325","CP1797"
"SCP13327","CP65"
"SCP13329","CP40"
"SCP13330","CP66"
"SCP13333","CP9815"
"SCP13333","CP7910"
"SCP13333","CP4824"
"SCP13334","CP8"
"SCP13335","CP5379"
"SCP13335","CP2977"
"SCP13335","CP537"
"SCP13339","CP27"
"SCP13342","CP7127"
"SCP13342","CP6550"
"SCP13342","CP9255"
"SCP13345","CP46"
"SCP13347","CP8361"
"SCP13347","CP6524"
"SCP13347","CP8779"
"SCP13348","CP9"
"SCP13351","CP65"
"SCP13352","CP7138"
"SCP13352","CP9061"
"SCP13352","CP7619"
"SCP13353","CP1447"
"SCP13353","CP3778"
"SCP13353","CP4388"
"SCP13357","CP4675"
"SCP13357","CP9915"
"SCP13357","CP2629"
"SCP13358","CP69"
"SCP13365","CP64"
"SCP13367","CP5601"
"SCP13367","CP1693"
"SCP13367","CP8749"
"SCP13371","CP55"
"SCP13377","CP41"
"SCP13379","CP44"
"SCP13381","CP2140"
"SCP13381","CP8557"
"SCP13381","CP2263"
"SCP13382","CP4200"
"SCP13382","CP5708"
"SCP13382","CP4052"
"SCP13386","CP31"
"SCP13389","CP862"
"SCP13389","CP2340"
"SCP13389","CP5093"
"SCP13394","CP515"
"SCP13394","CP7985"
"SCP13394","CP9192"
"SCP13396","CP5783"
"SCP13396","CP8230"
"SCP13396","CP2770"
"SCP13402","CP7631"
"SCP13402","CP7143"
"SCP13402","CP6338"
"SCP13403","CP5243"
"SCP13403","CP8043"
"SCP13403","CP7603"
"SCP13404","CP2"
"SCP13405","CP24"
"SCP13407","CP17"
"SCP13413","CP8400"
"SCP13413","CP2301"
"SCP13413","CP4895"
"SCP13414","CP8"
"SCP13416","CP29"
"SCP13418","CP3196"
"SCP13418","CP1689"
"SCP13418","CP6947"
"SCP13422","CP52"
"SCP13423","CP20"
"SCP13424","CP4330"
"SCP13424","CP5898"
"SCP13424","CP3239"
"SCP13425","CP53"
"SCP13428","CP2031"
"SCP13428","CP2816"
"SCP13428","CP6373"
"SCP13431","CP2195"
"SCP13431","CP1197"
"SCP13431","CP8367"
"SCP13436","CP56"
"SCP13437","CP25"
"SCP13441","CP8964"
"SCP13441","CP4304"
"SCP13441","CP3589"
"SCP13442","CP9803"
"SCP13442","CP3244"
"SCP13442","CP2352"
"SCP13444","CP7853"
"SCP13444","CP8949"
"SCP13444","CP2783"
"SCP13448","CP14"
"SCP13450","CP18"
"SCP13455","CP31"
"SCP13461","CP228"
"SCP13461","CP5897"
"SCP13461","CP1825"
"SCP13462","CP29"
"SCP13463","CP16"
"SCP13469","CP60"
"SCP13470","CP1984"
"SCP13470","CP7408"
"SCP13470","CP9408"
"SCP13471","CP390"
"SCP13471","CP7864"
"SCP13471","CP1321"
"SCP13474","CP48"
"SCP13479","CP69"
"SCP13481","CP663"
"SCP13481","CP5811"
"SCP13481","CP9263"
"SCP13482","CP3838"
"SCP13482","CP2719"
"SCP13482","CP6778"
"SCP13484","CP9388"
"SCP13484","CP2977"
"SCP13484","CP1507"
"SCP13489","CP9854"
"SCP13489","CP1822"
"SCP13489","CP7553"
"SCP13491","CP22"
"SCP13496","CP56"
"SCP13497","CP161"
"SCP13497","CP1376"
"SCP13497","CP3572"
"SCP13499","CP7540"
"SCP13499","CP4232"
"SCP13499","CP8822"
"SCP13500","CP6"
"SCP13502","CP18"
"SCP13504","CP5"
"SCP13506","CP2786"
"SCP13506","CP484"
"SCP13506","CP5451"
"SCP13512","CP6156"
"SCP13512","CP2996"
"SCP13512","CP5894"
"SCP13514","CP7141"
"SCP13514","CP6963"
"SCP13514","CP5388"
"SCP13515","CP57"
"SCP13520","CP52"
"SCP13522","CP1"
"SCP13523","CP6817"
"SCP13523","CP6219"
"SCP13523","CP4896"
"SCP13525","CP35"
"SCP13526","CP59"
"SCP13528","CP4"
"SCP13531","CP33"
"SCP13533","CP42"
"SCP13534","CP70"
"SCP13536","CP9284"
"SCP13536","CP1606"
"SCP13536","CP8330"
"SCP13537","CP64"
"SCP13541","CP5"
"SCP13543","CP5846"
"SCP13543","CP6613"
"SCP13543","CP8265"
"SCP13547","CP39"
"SCP13548","CP10"
"SCP13549","CP15"
"SCP13551","CP2771"
"SCP13551","CP7460"
"SCP13551","CP6919"
"SCP13552","CP8932"
"SCP13552","CP9033"
"SCP13552","CP6062"
"SCP13553","CP9582"
"SCP13553","CP7764"
"SCP13553","CP2835"
"SCP13555","CP43"
"SCP13557","CP3978"
"SCP13557","CP4643"
"SCP13557","CP7486"
"SCP13558","CP9435"
"SCP13558","CP1750"
"SCP13558","CP6822"
"SCP13561","CP43"
"SCP13566","CP9394"
"SCP13566","CP6294"
"SCP13566","CP4753"
"SCP13570","CP6420"
"SCP13570","CP7095"
"SCP13570","CP3295"
"SCP13571","CP5303"
"SCP13571","CP5993"
"SCP13571","CP9006"
"SCP13573","CP1876"
"SCP13573","CP7093"
"SCP13573","CP767"
"SCP13574","CP8248"
"SCP13574","CP859"
"SCP13574","CP8367"
"SCP13575","CP56"
"SCP13578","CP2543"
"SCP13578","CP2983"
"SCP13578","CP2259"
"SCP13580","CP7734"
"SCP13580","CP4457"
"SCP13580","CP4615"
"SCP13587","CP20"
"SCP13590","CP21"
"SCP13592","CP2995"
"SCP13592","CP1109"
"SCP13592","CP7775"
"SCP13593","CP63"
"SCP13595","CP33"
"SCP13596","CP9289"
"SCP13596","CP6913"
"SCP13596","CP6602"
"SCP13597","CP46"
"SCP13598","CP49"
"SCP13599","CP41"
"SCP13604","CP9421"
"SCP13604","CP5845"
"SCP13604","CP3786"
"SCP13605","CP5667"
"SCP13605","CP9435"
"SCP13605","CP8823"
"SCP13606","CP9717"
"SCP13606","CP9575"
"SCP13606","CP5896"
"SCP13608","CP56"
"SCP13609","CP5897"
"SCP13609","CP2419"
"SCP13609","CP1150"
"SCP13612","CP2927"
"SCP13612","CP4303"
"SCP13612","CP4590"
"SCP13613","CP56"
"SCP13615","CP20"
"SCP13616","CP32"
"SCP13618","CP8166"
"SCP13618","CP8432"
"SCP13618","CP4746"
"SCP13624","CP2292"
"SCP13624","CP9897"
"SCP13624","CP6910"
"SCP13625","CP8503"
"SCP13625","CP9757"
"SCP13625","CP5368"
"SCP13630","CP5791"
"SCP13630","CP5132"
"SCP13630","CP5628"
"SCP13633","CP39"
"SCP13634","CP43"
"SCP13635","CP47"
"SCP13636","CP180"
"SCP13636","CP4752"
"SCP13636","CP7524"
"SCP13639","CP16"
"SCP13641","CP5853"
"SCP13641","CP9190"
"SCP13641","CP2862"
"SCP13643","CP4787"
"SCP13643","CP2938"
"SCP13643","CP3384"
"SCP13648","CP10"
"SCP13649","CP45"
"SCP13655","CP4087"
"SCP13655","CP8268"
"SCP13655","CP7565"
"SCP13657","CP18"
"SCP13660","CP50"
"SCP13661","CP3364"
"SCP13661","CP7923"
"SCP13661","CP6680"
"SCP13664","CP43"
"SCP13665","CP8311"
"SCP13665","CP7811"
"SCP13665","CP7973"
"SCP13670","CP5"
"SCP13672","CP10"
"SCP13680","CP12"
"SCP13681","CP1951"
"SCP13681","CP969"
"SCP13681","CP5647"
"SCP13682","CP62"
"SCP13683","CP26"
"SCP13687","CP2765"
"SCP13687","CP1518"
"SCP13687","CP9551"
"SCP13688","CP172"
"SCP13688","CP7606"
"SCP13688","CP980"
"SCP13690","CP6231"
"SCP13690","CP8164"
"SCP13690","CP3355"
"SCP13694","CP1875"
"SCP13694","CP8391"
"SCP13694","CP5811"
"SCP13698","CP37"
"SCP13699","CP40"
"SCP13703","CP6608"
"SCP13703","CP1387"
"SCP13703","CP568"
"SCP13705","CP8906"
"SCP13705","CP3338"
"SCP13705","CP8105"
"SCP13707","CP3457"
"SCP13707","CP2062"
"SCP13707","CP2322"
"SCP13708","CP38"
"SCP13709","CP56"
"SCP13710","CP41"
"SCP13715","CP62"
"SCP13719","CP1184"
"SCP13719","CP5252"
"SCP13719","CP8275"
"SCP13721","CP1346"
"SCP13721","CP2757"
"SCP13721","CP8912"
"SCP13723","CP62"
"SCP13725","CP3666"
"SCP13725","CP1466"
"SCP13725","CP7665"
"SCP13728","CP42"
"SCP13731","CP4338"
"SCP13731","CP8460"
"SCP13731","CP2884"
"SCP13733","CP59"
"SCP13737","CP17"
"SCP13739","CP65"
"SCP13740","CP6193"
"SCP13740","CP1992"
"SCP13740","CP7232"
"SCP13741","CP16"
"SCP13742","CP5"
"SCP13743","CP26"
"SCP13744","CP11"
"SCP13745","CP69"
"SCP13746","CP893"
"SCP13746","CP3965"
"SCP13746","CP4785"
"SCP13747","CP9169"
"SCP13747","CP174"
"SCP13747","CP7548"
"SCP13748","CP3882"
"SCP13748","CP1589"
"SCP13748","CP3790"
"SCP13749","CP9760"
"SCP13749","CP847"
"SCP13749","CP6809"
"SCP13750","CP6132"
"SCP13750","CP4210"
"SCP13750","CP589"
"SCP13752","CP7114"
"SCP13752","CP7739"
"SCP13752","CP2935"
"SCP13756","CP12"
"SCP13758","CP53"
"SCP13759","CP55"
"SCP13763","CP53"
"SCP13766","CP40"
"SCP13767","CP5055"
"SCP13767","CP9353"
"SCP13767","CP4965"
"SCP13771","CP278"
"SCP13771","CP4823"
"SCP13771","CP5093"
"SCP13772","CP13"
"SCP13773","CP21"
"SCP13776","CP48"
"SCP13790","CP62"
"SCP13792","CP14"
"SCP13794","CP3903"
"SCP13794","CP103"
"SCP13794","CP9411"
"SCP13798","CP2"
"SCP13799","CP65"
"SCP13800","CP983"
"SCP13800","CP1372"
"SCP13800","CP8693"
"SCP13801","CP731"
"SCP13801","CP8421"
"SCP13801","CP4046"
"SCP13805","CP19"
"SCP13806","CP1397"
"SCP13806","CP4192"
"SCP13806","CP318"
"SCP13807","CP4257"
"SCP13807","CP4274"
"SCP13807","CP2596"
"SCP13810","CP70"
"SCP13813","CP6269"
"SCP13813","CP661"
"SCP13813","CP6585"
"SCP13814","CP28"
"SCP13816","CP3978"
"SCP13816","CP7593"
"SCP13816","CP4952"
"SCP13817","CP9"
"SCP13821","CP1"
"SCP13823","CP3638"
"SCP13823","CP9102"
"SCP13823","CP9736"
"SCP13824","CP2532"
"SCP13824","CP3411"
"SCP13824","CP3613"
"SCP13826","CP1406"
"SCP13826","CP5422"
"SCP13826","CP2870"
"SCP13827","CP14"
"SCP13831","CP43"
"SCP13834","CP4549"
"SCP13834","CP2900"
"SCP13834","CP2634"
"SCP13838","CP16"
"SCP13840","CP63"
"SCP13845","CP41"
"SCP13847","CP16"
"SCP13849","CP9"
"SCP13851","CP9729"
"SCP13851","CP6737"
"SCP13851","CP5719"
"SCP13852","CP1090"
"SCP13852","CP1840"
"SCP13852","CP1609"
"SCP13853","CP9587"
"SCP13853","CP8397"
"SCP13853","CP2095"
"SCP13854","CP29"
"SCP13857","CP25"
"SCP13860","CP7950"
"SCP13860","CP4453"
"SCP13860","CP4078"
"SCP13861","CP7530"
"SCP13861","CP7292"
"SCP13861","CP3515"
"SCP13864","CP64"
"SCP13867","CP3469"
"SCP13867","CP2559"
"SCP13867","CP3035"
"SCP13870","CP5390"
"SCP13870","CP8906"
"SCP13870","CP8623"
"SCP13871","CP756"
"SCP13871","CP4324"
"SCP13871","CP7382"
"SCP13873","CP4875"
"SCP13873","CP9656"
"SCP13873","CP8313"
"SCP13878","CP52"
"SCP13879","CP41"
"SCP13881","CP7126"
"SCP13881","CP9360"
"SCP13881","CP6216"
"SCP13882","CP51"
"SCP13883","CP4"
"SCP13888","CP4396"
"SCP13888","CP9214"
"SCP13888","CP5943"
"SCP13891","CP15"
"SCP13893","CP4"
"SCP13896","CP13"
"SCP13897","CP5877"
"SCP13897","CP6531"
"SCP13897","CP1102"
"SCP13900","CP5442"
"SCP13900","CP2448"
"SCP13900","CP1735"
"SCP13902","CP7561"
"SCP13902","CP7151"
"SCP13902","CP1480"
"SCP13904","CP5352"
"SCP13904","CP2114"
"SCP13904","CP5571"
"SCP13905","CP5135"
"SCP13905","CP8673"
"SCP13905","CP8607"
"SCP13906","CP58"
"SCP13906","CP1690"
"SCP13906","CP5645"
"SCP13907","CP6926"
"SCP13907","CP7478"
"SCP13907","CP4843"
"SCP13909","CP2241"
"SCP13909","CP4094"
"SCP13909","CP5633"
"SCP13910","CP19"
"SCP13912","CP8013"
"SCP13912","CP4729"
"SCP13912","CP2899"
"SCP13913","CP11"
"SCP13915","CP7463"
"SCP13915","CP9113"
"SCP13915","CP895"
"SCP13924","CP6957"
"SCP13924","CP1511"
"SCP13924","CP6570"
"SCP13925","CP3706"
"SCP13925","CP1138"
"SCP13925","CP2609"
"SCP13928","CP5167"
"SCP13928","CP717"
"SCP13928","CP6955"
"SCP13929","CP40"
"SCP13929","CP1959"
"SCP13929","CP8711"
"SCP13930","CP2217"
"SCP13930","CP103"
"SCP13930","CP9047"
"SCP13931","CP5857"
"SCP13931","CP5556"
"SCP13931","CP8266"
"SCP13932","CP3"
"SCP13937","CP1652"
"SCP13937","CP3898"
"SCP13937","CP6032"
"SCP13947","CP56"
"SCP13950","CP47"
"SCP13951","CP6290"
"SCP13951","CP895"
"SCP13951","CP4079"
"SCP13952","CP5029"
"SCP13952","CP8289"
"SCP13952","CP6129"
"SCP13955","CP1837"
"SCP13955","CP7959"
"SCP13955","CP8437"
"SCP13956","CP8422"
"SCP13956","CP7195"
"SCP13956","CP4552"
"SCP13959","CP14"
"SCP13960","CP6566"
"SCP13960","CP2818"
"SCP13960","CP1294"
"SCP13962","CP2121"
"SCP13962","CP7936"
"SCP13962","CP2916"
"SCP13965","CP42"
"SCP13966","CP7664"
"SCP13966","CP1923"
"SCP13966","CP3117"
"SCP13967","CP52"
"SCP13968","CP1513"
"SCP13968","CP6786"
"SCP13968","CP1933"
"SCP13970","CP9926"
"SCP13970","CP4952"
"SCP13970","CP2266"
"SCP13971","CP9534"
"SCP13971","CP3919"
"SCP13971","CP6485"
"SCP13972","CP597"
"SCP13972","CP6176"
"SCP13972","CP9122"
"SCP13974","CP6284"
"SCP13974","CP640"
"SCP13974","CP9268"
"SCP13975","CP9432"
"SCP13975","CP6806"
"SCP13975","CP5743"
"SCP13980","CP802"
"SCP13980","CP1518"
"SCP13980","CP317"
"SCP13981","CP9690"
"SCP13981","CP9165"
"SCP13981","CP8892"
"SCP13982","CP5980"
"SCP13982","CP4748"
"SCP13982","CP8400"
"SCP13985","CP28"
"SCP13986","CP1630"
"SCP13986","CP259"
"SCP13986","CP7518"
"SCP13987","CP9"
"SCP13988","CP51"
"SCP13989","CP45"
"SCP13994","CP9648"
"SCP13994","CP2426"
"SCP13994","CP3301"
"SCP13995","CP15"
"SCP13998","CP70"
"SCP13999","CP11"
"SCP14001","CP707"
"SCP14001","CP5019"
"SCP14001","CP4756"
"SCP14002","CP5006"
"SCP14002","CP2703"
"SCP14002","CP117"
"SCP14003","CP7511"
"SCP14003","CP2934"
"SCP14003","CP681"
"SCP14007","CP3010"
"SCP14007","CP4607"
"SCP14007","CP9051"
"SCP14008","CP6721"
"SCP14008","CP9079"
"SCP14008","CP924"
"SCP14009","CP7051"
"SCP14009","CP8684"
"SCP14009","CP7012"
"SCP14011","CP5264"
"SCP14011","CP1778"
"SCP14011","CP8590"
"SCP14013","CP1683"
"SCP14013","CP1492"
"SCP14013","CP5204"
"SCP14017","CP2"
"SCP14018","CP8"
"SCP14020","CP1723"
"SCP14020","CP1165"
"SCP14020","CP6712"
"SCP14026","CP31"
"SCP14027","CP955"
"SCP14027","CP930"
"SCP14027","CP6493"
"SCP14030","CP2788"
"SCP14030","CP4539"
"SCP14030","CP5281"
"SCP14035","CP66"
"SCP14036","CP1571"
"SCP14036","CP4629"
"SCP14036","CP6585"
"SCP14043","CP604"
"SCP14043","CP4821"
"SCP14043","CP3078"
"SCP14050","CP16"
"SCP14051","CP1662"
"SCP14051","CP1308"
"SCP14051","CP1677"
"SCP14052","CP29"
"SCP14053","CP20"
"SCP14054","CP5436"
"SCP14054","CP2083"
"SCP14054","CP8957"
"SCP14057","CP25"
"SCP14058","CP4"
"SCP14059","CP26"
"SCP14060","CP4457"
"SCP14060","CP4642"
"SCP14060","CP2900"
"SCP14064","CP29"
"SCP14065","CP4749"
"SCP14065","CP9843"
"SCP14065","CP2170"
"SCP14066","CP4"
"SCP14067","CP64"
"SCP14068","CP2707"
"SCP14068","CP4993"
"SCP14068","CP6058"
"SCP14069","CP650"
"SCP14069","CP8071"
"SCP14069","CP7523"
"SCP14070","CP3"
"SCP14081","CP34"
"SCP14082","CP3091"
"SCP14082","CP2444"
"SCP14082","CP348"
"SCP14084","CP8"
"SCP14086","CP6980"
"SCP14086","CP3025"
"SCP14086","CP3436"
"SCP14090","CP52"
"SCP14093","CP8"
"SCP14095","CP54"
"SCP14097","CP6674"
"SCP14097","CP548"
"SCP14097","CP8406"
"SCP14101","CP222"
"SCP14101","CP2549"
"SCP14101","CP1046"
"SCP14102","CP36"
"SCP14106","CP58"
"SCP14109","CP61"
"SCP14110","CP20"
"SCP14111","CP30"
"SCP14113","CP8478"
"SCP14113","CP1796"
"SCP14113","CP5630"
"SCP14117","CP16"
"SCP14118","CP7"
"SCP14119","CP2742"
"SCP14119","CP7939"
"SCP14119","CP3504"
"SCP14120","CP13"
"SCP14125","CP16"
"SCP14126","CP47"
"SCP14127","CP4022"
"SCP14127","CP2999"
"SCP14127","CP2643"
"SCP14131","CP45"
"SCP14140","CP2"
"SCP14141","CP4223"
"SCP14141","CP8502"
"SCP14141","CP4076"
"SCP14143","CP4"
"SCP14145","CP9380"
"SCP14145","CP6494"
"SCP14145","CP7278"
"SCP14149","CP11"
"SCP14150","CP10"
"SCP14152","CP12"
"SCP14159","CP69"
"SCP14160","CP2584"
"SCP14160","CP419"
"SCP14160","CP4742"
"SCP14162","CP2096"
"SCP14162","CP6964"
"SCP14162","CP6340"
"SCP14164","CP5379"
"SCP14164","CP1359"
"SCP14164","CP423"
"SCP14167","CP1369"
"SCP14167","CP8597"
"SCP14167","CP5312"
"SCP14171","CP31"
"SCP14173","CP5"
"SCP14174","CP51"
"SCP14175","CP3"
"SCP14177","CP1060"
"SCP14177","CP9130"
"SCP14177","CP7677"
"SCP14178","CP319"
"SCP14178","CP969"
"SCP14178","CP2133"
"SCP14180","CP8694"
"SCP14180","CP768"
"SCP14180","CP1951"
"SCP14184","CP62"
"SCP14185","CP2478"
"SCP14185","CP823"
"SCP14185","CP209"
"SCP14186","CP4"
"SCP14190","CP9588"
"SCP14190","CP5815"
"SCP14190","CP2634"
"SCP14196","CP5341"
"SCP14196","CP8078"
"SCP14196","CP9885"
"SCP14199","CP4861"
"SCP14199","CP6304"
"SCP14199","CP7335"
"SCP14200","CP8"
"SCP14201","CP9"
"SCP14202","CP14"
"SCP14203","CP430"
"SCP14203","CP4626"
"SCP14203","CP2112"
"SCP14206","CP31"
"SCP14210","CP4594"
"SCP14210","CP9280"
"SCP14210","CP9921"
"SCP14212","CP17"
"SCP14214","CP5852"
"SCP14214","CP6395"
"SCP14214","CP333"
"SCP14215","CP52"
"SCP14219","CP1974"
"SCP14219","CP377"
"SCP14219","CP2228"
"SCP14221","CP3322"
"SCP14221","CP9002"
"SCP14221","CP2746"
"SCP14224","CP8068"
"SCP14224","CP9714"
"SCP14224","CP3892"
"SCP14236","CP41"
"SCP14240","CP8677"
"SCP14240","CP9196"
"SCP14240","CP8334"
"SCP14242","CP30"
"SCP14245","CP9321"
"SCP14245","CP8326"
"SCP14245","CP5853"
"SCP14249","CP55"
"SCP14250","CP1597"
"SCP14250","CP9947"
"SCP14250","CP9825"
"SCP14251","CP30"
"SCP14253","CP3591"
"SCP14253","CP8598"
"SCP14253","CP3399"
"SCP14257","CP23"
"SCP14258","CP4"
"SCP14262","CP32"
"SCP14263","CP9"
"SCP14266","CP2075"
"SCP14266","CP5245"
"SCP14266","CP4774"
"SCP14271","CP36"
"SCP14275","CP6955"
"SCP14275","CP8082"
"SCP14275","CP8620"
"SCP14277","CP45"
"SCP14279","CP54"
"SCP14280","CP53"
"SCP14281","CP5189"
"SCP14281","CP787"
"SCP14281","CP9987"
"SCP14283","CP9643"
"SCP14283","CP3332"
"SCP14283","CP9240"
"SCP14284","CP2425"
"SCP14284","CP9201"
"SCP14284","CP9826"
"SCP14288","CP52"
"SCP14292","CP4035"
"SCP14292","CP1408"
"SCP14292","CP9822"
"SCP14293","CP6738"
"SCP14293","CP1206"
"SCP14293","CP6412"
"SCP14300","CP1906"
"SCP14300","CP2941"
"SCP14300","CP8903"
"SCP14301","CP44"
"SCP14303","CP746"
"SCP14303","CP6583"
"SCP14303","CP469"
"SCP14304","CP5567"
"SCP14304","CP3930"
"SCP14304","CP5958"
"SCP14305","CP53"
"SCP14306","CP2"
"SCP14307","CP13"
"SCP14308","CP25"
"SCP14312","CP7561"
"SCP14312","CP121"
"SCP14312","CP1476"
"SCP14316","CP23"
"SCP14323","CP68"
"SCP14325","CP27"
"SCP14327","CP18"
"SCP14329","CP59"
"SCP14333","CP126"
"SCP14333","CP2531"
"SCP14333","CP1557"
"SCP14334","CP17"
"SCP14337","CP31"
"SCP14341","CP68"
"SCP14342","CP5471"
"SCP14342","CP825"
"SCP14342","CP4188"
"SCP14344","CP41"
"SCP14348","CP7428"
"SCP14348","CP2831"
"SCP14348","CP9943"
"SCP14349","CP5244"
"SCP14349","CP654"
"SCP14349","CP8987"
"SCP14350","CP8580"
"SCP14350","CP4519"
"SCP14350","CP1394"
"SCP14353","CP64"
"SCP14355","CP57"
"SCP14360","CP6750"
"SCP14360","CP7551"
"SCP14360","CP2731"
"SCP14363","CP23"
"SCP14365","CP18"
"SCP14378","CP16"
"SCP14383","CP21"
"SCP14383","CP7942"
"SCP14383","CP6764"
"SCP14387","CP6"
"SCP14388","CP1372"
"SCP14388","CP7270"
"SCP14388","CP9570"
"SCP14392","CP10"
"SCP14394","CP59"
"SCP14395","CP2262"
"SCP14395","CP8776"
"SCP14395","CP4761"
"SCP14396","CP27"
"SCP14400","CP1082"
"SCP14400","CP1295"
"SCP14400","CP6397"
"SCP14402","CP25"
"SCP14406","CP67"
"SCP14407","CP9953"
"SCP14407","CP3976"
"SCP14407","CP4371"
"SCP14409","CP35"
"SCP14412","CP57"
"SCP14413","CP8988"
"SCP14413","CP5685"
"SCP14413","CP6728"
"SCP14415","CP66"
"SCP14417","CP6"
"SCP14418","CP7979"
"SCP14418","CP9735"
"SCP14418","CP7172"
"SCP14420","CP2248"
"SCP14420","CP4572"
"SCP14420","CP3072"
"SCP14423","CP36"
"SCP14428","CP152"
"SCP14428","CP2691"
"SCP14428","CP9581"
"SCP14431","CP29"
"SCP14436","CP67"
"SCP14437","CP8435"
"SCP14437","CP7753"
"SCP14437","CP7881"
"SCP14438","CP56"
"SCP14439","CP763"
"SCP14439","CP4558"
"SCP14439","CP3822"
"SCP14441","CP601"
"SCP14441","CP2643"
"SCP14441","CP6021"
"SCP14442","CP1161"
"SCP14442","CP1269"
"SCP14442","CP3829"
"SCP14443","CP68"
"SCP14444","CP1479"
"SCP14444","CP5723"
"SCP14444","CP7296"
"SCP14447","CP6729"
"SCP14447","CP9905"
"SCP14447","CP2344"
"SCP14450","CP65"
"SCP14452","CP3"
"SCP14456","CP28"
"SCP14458","CP7881"
"SCP14458","CP5558"
"SCP14458","CP2121"
"SCP14459","CP1484"
"SCP14459","CP8445"
"SCP14459","CP8283"
"SCP14461","CP5903"
"SCP14461","CP9839"
"SCP14461","CP5921"
"SCP14463","CP37"
"SCP14464","CP6"
"SCP14465","CP64"
"SCP14467","CP6675"
"SCP14467","CP9208"
"SCP14467","CP764"
"SCP14468","CP6054"
"SCP14468","CP9234"
"SCP14468","CP2058"
"SCP14469","CP43"
"SCP14470","CP732"
"SCP14470","CP1199"
"SCP14470","CP8077"
"SCP14472","CP4998"
"SCP14472","CP4635"
"SCP14472","CP6521"
"SCP14476","CP66"
"SCP14478","CP1335"
"SCP14478","CP4900"
"SCP14478","CP8897"
"SCP14479","CP1576"
"SCP14479","CP60"
"SCP14479","CP8404"
"SCP14480","CP67"
"SCP14482","CP8154"
"SCP14482","CP7767"
"SCP14482","CP4364"
"SCP14487","CP5235"
"SCP14487","CP8673"
"SCP14487","CP6589"
"SCP14493","CP3590"
"SCP14493","CP6926"
"SCP14493","CP3383"
"SCP14499","CP1487"
"SCP14499","CP3577"
"SCP14499","CP9531"
"SCP14502","CP19"
"SCP14506","CP6673"
"SCP14506","CP4438"
"SCP14506","CP6529"
"SCP14507","CP5178"
"SCP14507","CP3627"
"SCP14507","CP4093"
"SCP14508","CP57"
"SCP14511","CP5037"
"SCP14511","CP424"
"SCP14511","CP3184"
"SCP14512","CP2"
"SCP14516","CP64"
"SCP14518","CP9720"
"SCP14518","CP3895"
"SCP14518","CP9840"
"SCP14519","CP8139"
"SCP14519","CP8642"
"SCP14519","CP900"
"SCP14523","CP56"
"SCP14525","CP2984"
"SCP14525","CP1899"
"SCP14525","CP9226"
"SCP14526","CP6944"
"SCP14526","CP663"
"SCP14526","CP6910"
"SCP14530","CP13"
"SCP14534","CP37"
"SCP14535","CP6123"
"SCP14535","CP8567"
"SCP14535","CP7311"
"SCP14536","CP8118"
"SCP14536","CP8235"
"SCP14536","CP4755"
"SCP14537","CP2091"
"SCP14537","CP5963"
"SCP14537","CP6213"
"SCP14540","CP1"
"SCP14541","CP633"
"SCP14541","CP6265"
"SCP14541","CP3345"
"SCP14543","CP3029"
"SCP14543","CP2936"
"SCP14543","CP2313"
"SCP14548","CP5"
"SCP14549","CP8176"
"SCP14549","CP1591"
"SCP14549","CP3694"
"SCP14553","CP5417"
"SCP14553","CP686"
"SCP14553","CP2748"
"SCP14555","CP38"
"SCP14556","CP2863"
"SCP14556","CP8126"
"SCP14556","CP1205"
"SCP14557","CP4613"
"SCP14557","CP2477"
"SCP14557","CP4759"
"SCP14558","CP7064"
"SCP14558","CP8587"
"SCP14558","CP7306"
"SCP14560","CP24"
"SCP14562","CP23"
"SCP14570","CP7144"
"SCP14570","CP3708"
"SCP14570","CP2236"
"SCP14572","CP17"
"SCP14574","CP10"
"SCP14578","CP38"
"SCP14580","CP663"
"SCP14580","CP4499"
"SCP14580","CP64"
"SCP14581","CP752"
"SCP14581","CP1461"
"SCP14581","CP2512"
"SCP14582","CP8996"
"SCP14582","CP3334"
"SCP14582","CP5131"
"SCP14585","CP12"
"SCP14586","CP4720"
"SCP14586","CP8279"
"SCP14586","CP7163"
"SCP14587","CP21"
"SCP14588","CP63"
"SCP14589","CP5487"
"SCP14589","CP1548"
"SCP14589","CP6988"
"SCP14590","CP44"
"SCP14596","CP9213"
"SCP14596","CP8021"
"SCP14596","CP5365"
"SCP14598","CP48"
"SCP14599","CP4686"
