RA_ID,RA_RISK,RA_DESC,RA_LIKELIHOOD,RA_IMPACT,RA_MITIGATED
RA_ID1882,Medium,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.16,Low,Catastrophic,Y
RA_ID1883,Low,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).16",Medium,Low,Y
RA_ID1884,Low,The pump shall be able to deliver basal infusion at flows throughout the basal infusion flow range of Fbasal min = 1 to Fbasal max = 10 ml/hr.16,Low,Low,Y
RA_ID1885,Low,"A clinician observing the discomfort of the patient may command the PCA pump to deliver a square bolus of the same volume-to-be-infused, V T BI, as patient-requested bolus over a period of time chosen by the clinician.16",Medium,Low,Y
RA_ID1886,Medium,"During normal use and/or single fault condition of the equipment, continuous reverse delivery115 shall not be possible (from IEC 601-2-24)16",Low,Catastrophic,Y
RA_ID1887,High,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.16",Medium,Low,Y
RA_ID1888,Low,"Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.16",Low,Low,Y
RA_ID1889,Low,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.16",Medium,Catastrophic,Y
RA_ID1890,Medium,The PCA pump shall detect air-in-line embolism (bubble).16,Medium,Low,Y
RA_ID1891,Medium,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.16",Low,Low,Y
RA_ID1892,Low,The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.16,High,Catastrophic,Y
RA_ID1893,Low,"If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.16",Medium,Low,N
RA_ID1894,Medium,The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.16,Low,Catastrophic,Y
RA_ID1895,Low,"Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.16",Medium,Low,Y
RA_ID1896,Low,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.16,Low,High,Y
RA_ID1897,Low,The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.16,Low,High,Y
RA_ID1898,Low,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.16",Low,Low,N
RA_ID1899,Low,"If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).16",Low,Catastrophic,Y
RA_ID1900,Medium,The event log shall record 30 days of typical events before overwriting oldest event records first.16,Medium,Catastrophic,Y
RA_ID1901,Low,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE16",Low,Catastrophic,Y
RA_ID1902,High,An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi16,Low,Low,Y
RA_ID1903,Low,Visual alarms shall display alarm symbols from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.16,Low,Low,Y
RA_ID1904,Low,The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.16,Medium,Low,Y
RA_ID1905,Medium,Alarms shall be issued in order of occurrence.16,Medium,High,Y
RA_ID1906,Low,Each tone in the alarm melody shall be composed of a minimum of 4 harmonic components in the range 300 Hz to 4000 Hz comprising an inverted 9th jazz chord.16,High,Low,Y
RA_ID1907,Low,The scanner shall read and authenticate information from the clinician’s badge16,Low,Catastrophic,Y
RA_ID1908,Low,"Hardware faults detected, but not masked, shall raise a fault alarm, stop pump, record it in the Fault Log, and display the reason for fault on the user interface.16",Low,Low,Y
RA_ID1909,Low,A real-time clock must produce timestamps accurate to 10 ms.16,Low,Catastrophic,Y
RA_ID1910,Low,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.16,Medium,High,Y
RA_ID1911,Low,The maximum clinician-chosen duration for a clinician-requested bolus shall be ?ccb max = 6 hours.16,Low,High,Y
RA_ID1912,Low,The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.16,Medium,Low,Y
RA_ID1913,Low,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)16",Medium,Low,Y
RA_ID1914,Medium,"For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.16",High,High,Y
RA_ID1915,Low,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.16,High,Low,Y
RA_ID1916,Medium,The scanner shall read and authenticate information from the drug’s package label16,Low,Low,Y
RA_ID1917,Low,At least one visual alarm signal shall be provided that identifies the specific alarm condition and its priority. This signal shall be perceived correctly (be legible) at a distance of 1 m from the equipment16,Low,Low,Y
RA_ID1918,Low,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.16,High,High,Y
RA_ID1919,Low,A open door alarm shall be triggered when the reservoir door is opened while the pump is not stopped.16,Low,Catastrophic,Y
RA_ID1920,Low,The PCA pump shall detect downstream occlusion.16,Low,Low,Y
RA_ID1921,Low,The mechanical pump shall not allow reverse flow from the patient into the pump.16,Low,High,Y
RA_ID1922,Medium,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.16,Low,Low,Y
RA_ID1923,Medium,All materials that contact fluid shall be biocompatible16,Low,Low,Y
RA_ID1924,Medium,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist16",Medium,Low,Y
RA_ID1925,Low,The Control Panel shall provide means to cancel alarm signal inactivation.16,Low,High,N
RA_ID1926,Medium,"If a visual indicator is necessary for the clinician to identify the equipment or part of the equipment that requires clinician response or awareness, at least one visual alarm signal 46 shall be provided16",Medium,Low,Y
RA_ID1927,Medium,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.16",Medium,Low,Y
RA_ID1928,Low,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke16",Low,Low,Y
RA_ID1929,Low,"–removed, must scan Rx from label of drug container16",Low,Low,Y
RA_ID1930,Medium,The scanner shall read and authenticate information from the patient’s wristband16,Low,Low,Y
RA_ID1931,Medium,An air-in-line alarm116 shall be triggered by the pump if detectable air bubbles are infused into the patient.16,Low,High,Y
RA_ID1932,Low,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.16",Low,Low,Y
RA_ID1933,High,"The PCA pump shall have continuous fault-detection and masking. Hardware monitors of thread heartbeat, memory error correction codes are examples.16",Low,Low,Y
RA_ID1934,Low,tactile response (button press).16,High,Low,Y
RA_ID1935,Low,All alarms not of high priority shall be encrypted and authenticated. High priority alarms may be encrypted and authenticated.16,Low,High,Y
RA_ID1936,Low,Alarm’s and warning’s priority shall be determined in accordance with standard IEC 60601-1-8 Medical electrical equipment - Part 1-8: General requirements for safety - Collateral standard.16,Low,Low,Y
RA_ID1937,Low,"When the stop button is pressed, the current pump stroke shall be completed prior to stopping the pump.16",Low,Low,Y
RA_ID1938,Low,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.16,Low,Low,Y
RA_ID1939,Low,The PCA pump shall detect upstream occlusion.16,Medium,Low,Y
RA_ID1940,Medium,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.16",Medium,High,Y
RA_ID1941,Low,"If the estimated battery life remaining is less than ?lba = 3 minutes, the pump shall issue a low-battery warning.16",Low,Low,Y
RA_ID1942,Low,"A patient-requested bolus shall take precedence over a clinician-requested bolus. The clinicianrequested bolus shall be suspended while the patient-requested bolus dose is administered, and resumed afterward.16",Medium,Low,Y
RA_ID1943,Low,"Changing prescription during infusion shall require prescription confirmation61, clinician authentication62, patient authentication63, prescription authentication64 (patient-to-drug match) and drug authentication16",Low,Low,Y
RA_ID1944,Low,The control panel must display currently-programmed patient data and physician’s prescription.16,High,Low,Y
RA_ID1945,Medium,"–requirement removed, Rx read from drug container by scanner16",Low,Catastrophic,Y
RA_ID1946,Low,Each log entry shall have a time stamp81 with its time of occurrence.16,Low,Low,Y
RA_ID1947,High,The PCA pump shall issue alarms and warnings that require clinician attention.16,Low,Low,Y
RA_ID1948,Low,The Control Panel shall audibly indicate the specific problem causing the alarm condition as described in Section 5.4.316,Low,Catastrophic,Y
RA_ID1949,Low,The measured drug volume shall be within Vrt = 1 ml of the actual drug volume.16,Medium,Low,Y
RA_ID1950,Low,"If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow16",Low,Catastrophic,Y
RA_ID1951,Low,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)16,Low,Low,Y
